sender_id,user_message,bot_message,updated_time
,user,dạ 3990k b ạ,2020-04-02T01:48:57+0000
,user,Bạn đang trả lời bình luận của người dùng về bài viết trên Trang của mình. Xem bình luận.(https:\/\/facebook.com\/shopgauvabingo\/photos\/a.1464581583852175\/2429227450720912\/?type=3&comment_id=2429645980679059),2020-04-02T01:48:57+0000
,user,dạ 3990k b ạ,2020-04-02T01:48:57+0000
2363916726963609,Thế cả bộ quây full thì giá sao b nhỉ ?,bot,2020-04-02T01:48:57+0000
2363916726963609,user,dạ 2090k b ạ,2020-04-02T01:48:57+0000
2363916726963609,Cho mình xin giá ạ,bot,2020-04-02T01:48:57+0000
2363916726963609,,bot,2020-04-02T01:48:57+0000
2363916726963609,user,dạ 3490k b ạ,2020-04-02T01:48:57+0000
2363916726963609,"B ơi, máy này nếu k lấy ghế thì giá sao nhỉ ?",bot,2020-04-02T01:48:57+0000
2363916726963609,,bot,2020-04-02T01:48:57+0000
2363916726963609,user,ok bạn,2020-04-02T01:48:57+0000
2363916726963609,"Ok bạn, vậy để mình chọn mua trên shopee. Mình cám ơn nhé",bot,2020-04-02T01:48:57+0000
2363916726963609,user,=bh chính hãng 2 năm ạ,2020-04-02T01:48:57+0000
2363916726963609,Bảo hành bn năm bạn nhỉ ?,bot,2020-04-02T01:48:57+0000
2363916726963609,user,f\dạ có kèm bh bạn ạ,2020-04-02T01:48:57+0000
2363916726963609,Mình muốn mua online k xuống được trực tiếp,bot,2020-04-02T01:48:57+0000
2363916726963609,Có phiếu bảo hành theo máy k nhỉ ?,bot,2020-04-02T01:48:57+0000
2363916726963609,user,mình có máy ạ 3490k,2020-04-02T01:48:57+0000
2363916726963609,"B ơi, bên mình máy xay 5in1 của babymoov giá sao nhỉ ?",bot,2020-04-02T01:48:57+0000
2363916726963609,B ơi có sẵn xe này k mình qua xem luôn,bot,2020-04-02T01:48:57+0000
2363916726963609,,bot,2020-04-02T01:48:57+0000
2363916726963609,user,bạn đợi mình ktra r báo lại,2020-04-02T01:48:57+0000
2363916726963609,b ơi máy tiệt trùng UV Haenim bên bạn có sẵn hàng k nhỉ ?,bot,2020-04-02T01:48:57+0000
2363916726963609,user,Km tổng hợp xe đẩy: https:\/\/www.facebook.com\/1454523434857990\/posts\/2157429941233999?sfns=mo,2020-04-02T01:48:57+0000
2363916726963609,Bạn ơi bên mình có sẵn những loại dòng xe đẩy combi nào nhỉ ?,bot,2020-04-02T01:48:57+0000
,user,"Cầu trượt xích đủ hải cẩu  #2090k bạn  ạ
kích thước sp các mẹ tham khảo LInk dưới dùm mình : 

https:\/\/statics.pancake.vn\/user-content.pancake.vn\/2020\/1\/2\/8b32d418dfd2960cf7d5c32a482d66eef3453507.png",2020-04-02T01:48:49+0000
,user,Bạn đang trả lời bình luận của người dùng về bài viết trên Trang của mình. Xem bình luận.(https:\/\/facebook.com\/1454523434857990\/posts\/2428615427448781\/?comment_id=2429655797344744),2020-04-02T01:48:49+0000
,user,"Bể bơi Doctor Dolphin chính hãng kích thước lớn 80cm x 80cm Gấu & Bí Ngô Km chỉ 490K. Tặng ngay 1 đồ chơi tắm Toys House chính hãng (tách set) & 3 bóng Pastel Hàn Quốc xịn sò size lớn 7cm

Ảnh sản phẩm thực tế Lê Thảo tham khảo tại đây ạ: https:\/\/www.facebook.com\/1454523434857990\/posts\/2132746697035657?sfns=mo",2020-04-02T01:48:49+0000
,user,"Bể bơi Doctor Dolphin chính hãng kích thước lớn 80cm x 80cm Gấu & Bí Ngô Km chỉ 520K. Tặng ngay 1 đồ chơi tắm Toys House chính hãng (tách set) & 3 bóng Pastel Hàn Quốc xịn sò size lớn 7cm

Hỗ trợ ship nội thành Hà Nội đồng giá 30K (một số địa chỉ quá xa Âu Cơ sẽ gửi qua dịch vụ vận chuyển)

Hỗ trợ cước ship đi tỉnh chỉ với 50K hàng hộp to. Cước ship đảm bảo rẻ hơn Shopee vì hiện cước Shopee để đúng kích thước rất cao.

Khách mua Bể bơi Doctor Dolphin được mua Set xúc cát  Toys House chính hãng với giá giảm 50% chỉ 65K\/set các mẹ nhé

Ảnh sản phẩm thực tế đây ạ: https:\/\/www.facebook.com\/1454523434857990\/posts\/2132746697035657?sfns=mo",2020-04-02T01:48:49+0000
,user,dạ 2090k b ạ,2020-04-02T01:43:15+0000
2426788597334528,bn vâhy shop,bot,2020-04-02T01:43:15+0000
2426788597334528,,bot,2020-04-02T01:43:15+0000
2426788597334528,user,vâng,2020-04-02T01:43:15+0000
2426788597334528,Ok thế b ship m trong hnay cũngd dc nhé,bot,2020-04-02T01:43:15+0000
2426788597334528,user,Bạn thông cảm ạ,2020-04-02T01:43:15+0000
2426788597334528,user,Dạ bạn ơi mình xin lỗi địa chỉ hơi xa ko có ship nhận bên mình sẽ cố gắng hôm nay giao nha bạn,2020-04-02T01:43:15+0000
2426788597334528,Nay m chưa nhận đc hàg nhỉ,bot,2020-04-02T01:43:15+0000
2426788597334528,user,vâng,2020-04-02T01:43:15+0000
2426788597334528,Thế t2 ship m cũnb đc nhé,bot,2020-04-02T01:43:15+0000
2426788597334528,Cho m huỷ đơn ghế ăn dặm nhé. M lấy xe đây beko đen nhé,bot,2020-04-02T01:43:15+0000
2426788597334528,user,mình giao trong ngày hoặc t2 nhé bạn,2020-04-02T01:43:15+0000
2426788597334528,user,1650+990+50k ship nha bạn,2020-04-02T01:43:15+0000
2426788597334528,Ngày mai ship m buổi ság nhé,bot,2020-04-02T01:43:15+0000
2426788597334528,Sdt:0966601230 nhé b,bot,2020-04-02T01:43:15+0000
