sender_id,user_message,bot_message,updated_time
,user,Dạ 1290k nha bạn,2020-03-02T01:54:00+0000
,user,Bạn đang trả lời bình luận của người dùng về bài viết trên Trang của mình. Xem bình luận.(https:\/\/facebook.com\/1454523434857990\/posts\/2402270743416583\/?comment_id=2403111773332480),2020-03-02T01:54:00+0000
,user,dạ khoảng 150k ạ,2020-03-02T01:54:00+0000
2090232697683482,Ship vào SG bnhieu b,bot,2020-03-02T01:54:00+0000
2090232697683482,user,Delama bên mình giá 1880k nha bạn,2020-03-02T01:54:00+0000
2090232697683482,user,Dạ tầm 30-40k bạn ạ,2020-03-02T01:54:00+0000
2090232697683482,user,Ố đợi mình hỏi sale,2020-03-02T01:54:00+0000
2090232697683482,Hiz. Ko dùng dc shop ơi,bot,2020-03-02T01:54:00+0000
2090232697683482,,bot,2020-03-02T01:54:00+0000
2090232697683482,Tk shop,bot,2020-03-02T01:54:00+0000
2090232697683482,user,Đây bạn nha,2020-03-02T01:54:00+0000
2090232697683482,user,https:\/\/goo.gl\/rJWspc,2020-03-02T01:54:00+0000
2090232697683482,"shop ơi, cho mình mã giảm giá shopee với ạ",bot,2020-03-02T01:54:00+0000
2090232697683482,user,chắc 60-70k bạn ơi,2020-03-02T01:54:00+0000
2090232697683482,Vì số cân sp là shop nắm chỗ đấy,bot,2020-03-02T01:54:00+0000
2090232697683482,user,Sợ cũng ko chính xác,2020-03-02T01:54:00+0000
2090232697683482,Tớ biết rùi. Nhưng kiểu áng chừng í,bot,2020-03-02T01:54:00+0000
2090232697683482,user,cước chậm thì cũng ko quá cao bạn,2020-03-02T01:54:00+0000
2090232697683482,user,ship thực tế theo vận chuyền thu,2020-03-02T01:54:00+0000
2090232697683482,user,bên mình ko thu ship,2020-03-02T01:54:00+0000
2090232697683482,user,Nó còn tùy theo địa chỉ,2020-03-02T01:54:00+0000
2090232697683482,user,Cái này mình ko nắm chắc đâu bạn ạ :),2020-03-02T01:54:00+0000
2090232697683482,Phí ship từ HN vào SG theo viettel chậm mà shop đề cập tầm bnhieu với sp này ạ?,bot,2020-03-02T01:54:00+0000
2090232697683482,user,Giá KM 649k bạn nhé,2020-03-02T01:54:00+0000
2090232697683482,Giá 1.6 của mình như nào ạ?,bot,2020-03-02T01:54:00+0000
,user,Dạ 1450k nha bạn,2020-03-02T01:52:58+0000
,user,Bạn đang trả lời bình luận của người dùng về bài viết trên Trang của mình. Xem bình luận.(https:\/\/facebook.com\/1454523434857990\/posts\/2401481603495497\/?comment_id=2403150269995297),2020-03-02T01:52:58+0000
,user,Dạ 1290k nha bạn],2020-03-02T01:52:47+0000
,user,Bạn đang trả lời bình luận của người dùng về bài viết trên Trang của mình. Xem bình luận.(https:\/\/facebook.com\/shopgauvabingo\/photos\/a.1464581583852175\/2402270610083263\/?type=3&comment_id=2403169016660089),2020-03-02T01:52:47+0000
2956058151086812,xe đảo chiều vinng bao nhiêu ạ,bot,2020-03-02T01:52:47+0000
2956058151086812,user,khoảng 5-7 ngày ạ,2020-03-02T01:52:47+0000
2956058151086812,bao lau thi nhan dc ạ,bot,2020-03-02T01:52:47+0000
2956058151086812,user,mihf ở HN ạ,2020-03-02T01:52:47+0000
2956058151086812,có sẵn ở SG ko shop ơi,bot,2020-03-02T01:52:47+0000
2956058151086812,user,https:\/\/shopee.vn\/search?keyword=xe%20t%E1%BA%ADp%20%C4%91i&shop=36371562,2020-03-02T01:52:47+0000
2956058151086812,user,bạn xem dum mk nhe,2020-03-02T01:52:47+0000
2956058151086812,có xe tập đi cho bé sẵn ko ạ,bot,2020-03-02T01:52:47+0000
2956058151086812,shop ơi,bot,2020-03-02T01:52:47+0000
2956058151086812,user,vâng dùng cho bé tời khoagr 25kg ak,2020-03-02T01:52:47+0000
2956058151086812,dạ,bot,2020-03-02T01:52:47+0000
2956058151086812,user,beko là xe 1 chiều ạ,2020-03-02T01:52:47+0000
2956058151086812,thoang mat ko ạ,bot,2020-03-02T01:52:47+0000
2956058151086812,êm ko ạ,bot,2020-03-02T01:52:47+0000
2956058151086812,xe B-Beko tot hon ko ạ,bot,2020-03-02T01:52:47+0000
2956058151086812,user,dufg cho bé từ sơ sinht  tới 3 tuổi ạ,2020-03-02T01:52:47+0000
2956058151086812,user,vâng bạn dùng mastela 2 chiều cũng dk ạ,2020-03-02T01:52:47+0000
2956058151086812,dạ 2 chiều,bot,2020-03-02T01:52:47+0000
2956058151086812,user,bạn muốn mua xe 1 chiều gấp gọn hay xe 2 chiều ạ,2020-03-02T01:52:47+0000
