sender_id,user_message,bot_message,updated_time
,user,dạ 779k ạ,2020-06-02T01:44:17+0000
1689841401086239,Báo giá e xe này vs,bot,2020-06-02T01:44:17+0000
1689841401086239,???,bot,2020-06-02T01:44:17+0000
1689841401086239,user,L9n9n9mopp,2020-06-02T01:44:17+0000
1689841401086239,Xe này bn shop,bot,2020-06-02T01:44:17+0000
1689841401086239,,bot,2020-06-02T01:44:17+0000
1689841401086239,user,"Thanh chắn giường UMOO có giá cụ thể như sau:

1m6 giá 400K \/ thanh
1m8 giá 440K \/ thanh
2m giá 460K\/ thanh
2m2 500k\/thanh

Link ảnh thật và thông tin chi tiết Hà Anh   tham khảo link dưới nhe :
https:\/\/www.facebook.com\/1454523434857990\/posts\/2184769218500071?sfns=mo

Video sản phẩm tham khảo tại đây: https:\/\/www.facebook.com\/1454523434857990\/posts\/2191678854475774?sfns=mo",2020-06-02T01:44:17+0000
1689841401086239,user,Bạn đang trả lời bình luận của người dùng về bài viết trên Trang của mình. Xem bình luận.(https:\/\/facebook.com\/1454523434857990\/posts\/2452159381761052\/?comment_id=2456366194673704),2020-06-02T01:44:17+0000
1689841401086239,user,khoảng 50-70k bạn ạ,2020-06-02T01:44:17+0000
1689841401086239,Dạ tp vinh nghệ an ạ,bot,2020-06-02T01:44:17+0000
1689841401086239,user,Dạ giao về đâu bạn nhỉ?,2020-06-02T01:44:17+0000
1689841401086239,Cái này ship tỉnh hết nhiều ko shop,bot,2020-06-02T01:44:17+0000
1689841401086239,user,Dạ 540k bạn ạ,2020-06-02T01:44:17+0000
1689841401086239,user,"Máy xay hấp đa năng 5 in 1 BabyMoov Nutri Plus (Pháp) giá hãng 4890K - Tặng ngay Ghế đa năng cao cấp Newber giá thị trường 2200K - 
Ảnh ghế đây ạ: https:\/\/www.facebook.com\/1454523434857990\/posts\/2144252722551721?sfns=mo

Không lựa chọn KM này các mẹ được mua máy với giá sốc chi 3750k các mẹ nhé

New full box. Bảo hành chính hãng 2 năm

Thông tin tham khảo sản phẩm tại đây: http:\/\/shcgroup.com.vn\/babymoov\/san-pham\/may-nutribaby-5in1\/may-tiet-trung-xay-hap-da-nang-nutribaby-plus-5in1-babymoov-ghi-bm14878-921.aspx",2020-06-02T01:44:17+0000
1689841401086239,user,"Máy pha sữa tự động Tiny Baby (Nhật Bản) giá hãng 3650k. Gấu & Bí Ngô khuyến mại chỉ còn 3150k 

Hoặc tặng ghế ăn dặm cao cấp có đồ chơi Royalcare chính hãng trị giá 700k - Thông tin sản phẩm tham khảo tại đây: https:\/\/www.bibomart.com.vn\/ghe-ngoi-an-tre-em-royalcare-co-do-choi-822-210b-p38114.html

ĐỒNG THỜI TẶNG NGAY 200K TIỀN MẶT CHO CÁC MẸ ĐÃ MUA HÀNG GỬI 2 VIDEO TRẢI NGHIỆM SỬ DỤNG SẢN PHẨM VỀ CHO SHOP

KHUYẾN MẠI FREESHIP TOÀN QUỐC ( Có áp dụng khuyến mại ngay tại thời điểm mua và sau khi mua nên giá thực tế của Gấu & Bí Ngô chỉ 2755k nếu các mẹ lấy ghế - 2950k nếu các mẹ lấy giảm giá trực tiếp nhé )

. Sản phẩm được bảo hành 5 năm, 1 đổi 1 trong vòng 3 tháng với các lỗi do nhà sản xuất

. Hiện tại sản phẩm máy pha sữa tự động Tiny Baby Formula Nhật Bản đang là sản phẩm duy nhất trên thị trường có đầy đủ các chứng nhận về chất lượng và an toàn vệ sinh theo tiêu chuẩn Quốc Tế. 

. Chất liệu máy Nhựa Tritan: Là nhựa thiên nhiên, thân thiện với môi trường và an toàn bậc nhất Thế Giới. Đặc biệt không chứa BPA thích hợp để sản xuất các dòng sản phẩm cao cấp cho trẻ em.",2020-06-02T01:44:17+0000
1689841401086239,user,,2020-06-02T01:44:17+0000
1689841401086239,,bot,2020-06-02T01:44:17+0000
1689841401086239,Dạ e cám ơn nhiều,bot,2020-06-02T01:44:17+0000
1689841401086239,user,đủ rồi bạn ơi,2020-06-02T01:44:17+0000
1689841401086239,Mua ở shop vẫn có 3 món quà tặng kèm đó chứ ạ,bot,2020-06-02T01:44:17+0000
1689841401086239,user,:D,2020-06-02T01:44:17+0000
1689841401086239,user,Anh ý lấy rồi bạn ơi ;),2020-06-02T01:44:17+0000
1689841401086239,Lúc nãy e có ng nhà đến mua mà có gọi điện đó ạ,bot,2020-06-02T01:44:17+0000
1689841401086239,user,Đây e nhé,2020-06-02T01:44:17+0000
1689841401086239,user,,2020-06-02T01:44:17+0000
,user,mình không còn ạ,2020-06-02T01:43:59+0000
2787635651290406,Da cho e hoi mjnh con ban binh ủ chao relea k ạ,bot,2020-06-02T01:43:59+0000
2787635651290406,Da,bot,2020-06-02T01:43:59+0000
2787635651290406,user,Xuất xứ: Mastela thương hiệu Mỹ - Sản xuất tại TQ theo tiêu chuẩn Mastela,2020-06-02T01:43:59+0000
2787635651290406,Tối qua e mua ma cug chua tìm hieu kỹ,bot,2020-06-02T01:43:59+0000
2787635651290406,Ak cho e hỏi ghế 1015 bên c là xuat xứ từ nuoc nào ạ.,bot,2020-06-02T01:43:59+0000
2787635651290406,Da,bot,2020-06-02T01:43:59+0000
2787635651290406,user,b đợi nhậ dùm mk,2020-06-02T01:43:59+0000
2787635651290406,user,bên mk ko có thông tin của khách hàng b ạ,2020-06-02T01:43:59+0000
2787635651290406,E đặt hang o Bình Thuận á c.sdt 0329522868 c kiem tra đơn giúp e .con e la bé trai chị lấy yếm bé trai nha c,bot,2020-06-02T01:43:59+0000
2787635651290406,Da,bot,2020-06-02T01:43:59+0000
2787635651290406,user,chính sách tiki có cho xem hàng b ạ,2020-06-02T01:43:59+0000
2787635651290406,user,dạ vận chuyển là do tiki thực hiện b ạ,2020-06-02T01:43:59+0000
2787635651290406,"C oi e co dat hag ghe ben c, k biet khj nhan hag e co duoc xem hag truoc khj thanh toan k ạ",bot,2020-06-02T01:43:59+0000
2787635651290406,,bot,2020-06-02T01:43:59+0000
2787635651290406,Hj,bot,2020-06-02T01:43:59+0000
,user,dạ 3990k ạ,2020-06-01T10:11:32+0000
,user,"Dạ, sản phẩm hiện tại bên shop đang tạm hết hàng ạ. Bạn tham khảo các sản phẩm khác dành cho bé nhé!",2020-06-01T10:11:32+0000
2689677037800323,Inbox mình giá bộ này,bot,2020-06-01T10:11:32+0000
2689677037800323,user,Bạn đang tìm kiếm thông tin gì ạ?,2020-06-01T10:11:32+0000
2689677037800323,https:\/\/www.facebook.com\/1454523434857990\/posts\/2478174839159506\/,bot,2020-06-01T10:11:32+0000
2689677037800323,user,"Chào Nguyễn Việt Cường, mình là trợ lý ảo của Shop Gấu & Bí Ngô!
Để hỗ trợ bạn nhanh nhất có thể, vui lòng mô tả ngắn gọn và rõ ràng sản phẩm muốn tìm kiếm nhé!",2020-06-01T10:11:32+0000
2689677037800323,Bắt đầu,bot,2020-06-01T10:11:32+0000
,user,"Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",2020-06-01T08:36:53+0000
2043629462316016,Alooo,bot,2020-06-01T08:36:53+0000
