sender_id,user_message,bot_message,updated_time
,user,Dạ 4250k nha ban,2020-02-03T02:37:36+0000
2348911358484327,giá bn shop ơi,bot,2020-02-03T02:37:36+0000
2348911358484327,,bot,2020-02-03T02:37:36+0000
2348911358484327,user,Dạ chính hãng vinng sản xuất tại trung ạ,2020-02-03T02:37:36+0000
2348911358484327,xe của nc nào vậy bạn,bot,2020-02-03T02:37:36+0000
2348911358484327,user,Dạ 1290k nha bạn,2020-02-03T02:37:36+0000
2348911358484327,xe này bn shop ơi,bot,2020-02-03T02:37:36+0000
2348911358484327,,bot,2020-02-03T02:37:36+0000
2348911358484327,user,vâng,2020-02-03T02:37:36+0000
2348911358484327,oki thế mai vậy,bot,2020-02-03T02:37:36+0000
2348911358484327,user,vì hàng to,2020-02-03T02:37:36+0000
2348911358484327,user,hnay mk sợ k kịp a,2020-02-03T02:37:36+0000
2348911358484327,giao ngày hnay giúp mình với ạ,bot,2020-02-03T02:37:36+0000
2348911358484327,user,"dày dặn b ạ 
bên mk bán nhiều phản hồi đều tốt a",2020-02-03T02:37:36+0000
2348911358484327,user,mình giao trong ngày hoặc mai dk k ạ,2020-02-03T02:37:36+0000
2348911358484327,user,vâng như hình đó a,2020-02-03T02:37:36+0000
2348911358484327,???,bot,2020-02-03T02:37:36+0000
2348911358484327,tủ dầy dặn chứ shop,bot,2020-02-03T02:37:36+0000
2348911358484327,oki b,bot,2020-02-03T02:37:36+0000
2348911358484327,user,ship 50k ạ,2020-02-03T02:37:36+0000
2348911358484327,user,về mk tự lắp,2020-02-03T02:37:36+0000
2348911358484327,user,dạ k có ng lắp b ạ,2020-02-03T02:37:36+0000
2348911358484327,???,bot,2020-02-03T02:37:36+0000
2348911358484327,có người lắp cho mình k shop,bot,2020-02-03T02:37:36+0000
2348911358484327,0966596560,bot,2020-02-03T02:37:36+0000
,user,Dạ 4250k nha bạn,2020-02-03T02:35:17+0000
,user,Bạn đang trả lời bình luận của người dùng về bài viết trên Trang của mình. Xem bình luận.(https:\/\/facebook.com\/1454523434857990\/posts\/2377425735901084\/?comment_id=2379877062322618),2020-02-03T02:35:17+0000
,user,dạ 4250k b ạ,2020-02-03T02:35:17+0000
,user,Bạn đang trả lời bình luận của người dùng về bài viết trên Trang của mình. Xem bình luận.(https:\/\/facebook.com\/1454523434857990\/posts\/2380643758912615\/?comment_id=2380647568912234),2020-02-03T02:35:17+0000
,user,bạn chờ nhận hàng hộ mình nha,2020-02-03T02:35:17+0000
,user,Vâng ạ,2020-02-03T02:35:17+0000
1930814790312762,Chị chuyển rồi nha,bot,2020-02-03T02:35:17+0000
1930814790312762,,bot,2020-02-03T02:35:17+0000
1930814790312762,user,ck xong bạn báo lại mình nha,2020-02-03T02:35:17+0000
1930814790312762,user,"❌ 0611001928974 - VietcomBank chi nhánh Ba Đình. Nguyễn Lê Thuỷ

❌ 1500216756861 - Agribank chi nhánh Hà Nội - Nguyễn Lê Thủy

❌ 19022876983383 - Techcombank chi nhánh Hà Nội. Nguyễn Tuấn Quang
 
Nội dung chuyển khoản Nguyen Lien Chi  ghi rõ Tên Facebook + số điện thoại và nhắn lại bên mình sau khi CK nhé.",2020-02-03T02:35:17+0000
1930814790312762,Cho mình stk,bot,2020-02-03T02:35:17+0000
1930814790312762,Ok bạn,bot,2020-02-03T02:35:17+0000
1930814790312762,user,"Dạ địa chỉ này Nguyen Lien Chi vui lòng chuyển khoản 50% hoặc 100% giá trị đơn hàng dùm mình-bên mình gửi VIETELL
Bạn ck tiền hàng - tiền ship bạn thanh toán khi nhận ạ .",2020-02-03T02:35:17+0000
1930814790312762,user,"Dạ địa chỉ này Nguyen Lien Chi vui lòng chuyển khoản 50% hoặc 100% giá trị đơn hàng dùm mình-bên mình gửi VIETELL
Bạn ck tiền hàng - tiền ship bạn thanh toán khi nhận ạ .",2020-02-03T02:35:17+0000
1930814790312762,Màu xanh nha,bot,2020-02-03T02:35:17+0000
1930814790312762,Nguyễn liên chi,bot,2020-02-03T02:35:17+0000
1930814790312762,0903133388,bot,2020-02-03T02:35:17+0000
1930814790312762,"Ship về 09 đức lợi 2, thuận phước, hải châu, đà nẵng nha",bot,2020-02-03T02:35:17+0000
1930814790312762,user,khoảng 120-150k ạ,2020-02-03T02:35:17+0000
1930814790312762,Giá bn vậy,bot,2020-02-03T02:35:17+0000
1930814790312762,Thêm ship về đà nẵng nữa,bot,2020-02-03T02:35:17+0000
1930814790312762,user,vâng,2020-02-03T02:35:17+0000
1930814790312762,Giá 1190 đúng ko e,bot,2020-02-03T02:35:17+0000
1930814790312762,Mẫu jumperoo.màu xanh lad,bot,2020-02-03T02:35:17+0000
1930814790312762,E ơi,bot,2020-02-03T02:35:17+0000
,user,Dạ 280k nha ban,2020-02-03T02:32:23+0000
,user,Bạn đang trả lời bình luận của người dùng về bài viết trên Trang của mình. Xem bình luận.(https:\/\/facebook.com\/1454523434857990\/posts\/2379234795720178\/?comment_id=2380329132277411&reply_comment_id=2380646928912298),2020-02-03T02:32:23+0000
,user,"* Lều Dream land  - Kích thước to rộng 1m3, cao 1m3, sâu 1m 

Giá KM Shop gấu chỉ #690k - kèm 50 bóng  Pastel xịn sò trị giá #150K

Ảnh thật các mẹ tham khảo link dưới nhé :
https:\/\/www.facebook.com\/1454523434857990\/posts\/2191673914476268?s=100034205911357&sfns=mo",2020-02-03T02:32:23+0000
1990019571094021,...,bot,2020-02-03T02:32:23+0000
1990019571094021,Shop oi,bot,2020-02-03T02:32:23+0000
1990019571094021,Ship m bôn này sang xuân diệu,bot,2020-02-03T02:32:23+0000
1990019571094021,,bot,2020-02-03T02:32:23+0000
1990019571094021,Bắt đầu,bot,2020-02-03T02:32:23+0000
1990019571094021,OK ok,bot,2020-02-03T02:32:23+0000
1990019571094021,user,Cn mình nghỉ ạ,2020-02-03T02:32:23+0000
1990019571094021,user,Dạ thứ 2 ạ,2020-02-03T02:32:23+0000
1990019571094021,Hnay m chưa đi làm về,bot,2020-02-03T02:32:23+0000
1990019571094021,OK mai nhé,bot,2020-02-03T02:32:23+0000
1990019571094021,user,Bạn qua mình lấy nhé bạn ơi,2020-02-03T02:32:23+0000
