sender_id,user_message,bot_message,updated_time
,user,dạ mình còn cam 1190k,2020-05-03T09:40:19+0000
3507690315912711,Này giá bnh zay,bot,2020-05-03T09:40:19+0000
3507690315912711,,bot,2020-05-03T09:40:19+0000
,user,dạ 2990k b ạu,2020-05-03T09:39:08+0000
,user,Bạn đang trả lời bình luận của người dùng về bài viết trên Trang của mình. Xem bình luận.(https:\/\/facebook.com\/1454523434857990\/posts\/2452165038427153\/?comment_id=2455514911425499),2020-05-03T09:39:08+0000
2203783783052497,,bot,2020-05-03T09:39:08+0000
2203783783052497,user,1967,2020-05-03T09:39:08+0000
2203783783052497,user,1450+199+89+79+130+20,2020-05-03T09:39:08+0000
2203783783052497,0904927535,bot,2020-05-03T09:39:08+0000
2203783783052497,Ship cho m đến 142 nghi tàm,bot,2020-05-03T09:39:08+0000
2203783783052497,Tổng đơn bnh ạ,bot,2020-05-03T09:39:08+0000
2203783783052497,"1 ghế pier xanh lá, 1 cốc richell tay xanh nắp vàng, 1 bôh xúc xắc hươu voi, 1 sách vài winfun & 1c vòng xoay này",bot,2020-05-03T09:39:08+0000
2203783783052497,Bé đang tập lẫy thui,bot,2020-05-03T09:39:08+0000
2203783783052497,K lấy bóng tập bò nữa ai,bot,2020-05-03T09:39:08+0000
2203783783052497,Thế m lấy cái này,bot,2020-05-03T09:39:08+0000
2203783783052497,user,dạ có ạ,2020-05-03T09:39:08+0000
2203783783052497,Có quay k ạ,bot,2020-05-03T09:39:08+0000
2203783783052497,user,n chỉ phát nhạc thôi ạ,2020-05-03T09:39:08+0000
2203783783052497,user,130k b ạ,2020-05-03T09:39:08+0000
2203783783052497,"Bé m 4,5 m chơi cái này hay cái bóng tập bò hơn nhỉ",bot,2020-05-03T09:39:08+0000
2203783783052497,Mấy tháng chơi đc,bot,2020-05-03T09:39:08+0000
2203783783052497,Cái này bnh b,bot,2020-05-03T09:39:08+0000
2203783783052497,,bot,2020-05-03T09:39:08+0000
2203783783052497,user,ship 20k b ạ,2020-05-03T09:39:08+0000
2203783783052497,142 nghi tàm,bot,2020-05-03T09:39:08+0000
2203783783052497,Cốc như màu m chụp í,bot,2020-05-03T09:39:08+0000
2203783783052497,"Sách vải, xúc xắc & bóng tập bò nữa",bot,2020-05-03T09:39:08+0000
2203783783052497,user,vâng cho mk đc,2020-05-03T09:39:08+0000
,user,bạn ck mình gửi nhe,2020-05-03T09:38:59+0000
802610409862565,Ship cho mình cái xe motion màu xanh nhé,bot,2020-05-03T09:38:59+0000
802610409862565,,bot,2020-05-03T09:38:59+0000
802610409862565,user,Dạ 450k ah,2020-05-03T09:38:59+0000
802610409862565,user,Bạn đang trả lời bình luận của người dùng về bài viết trên Trang của mình. Xem bình luận.(https:\/\/facebook.com\/1454523434857990\/posts\/2451587551818235\/?comment_id=2452209878422669),2020-05-03T09:38:59+0000
802610409862565,,bot,2020-05-03T09:38:59+0000
802610409862565,user,60k b ạ,2020-05-03T09:38:59+0000
802610409862565,Phia gửi ra bến xe tầm bn bạn? Để mình tính,bot,2020-05-03T09:38:59+0000
802610409862565,,bot,2020-05-03T09:38:59+0000
802610409862565,user,nhưng b mất thêm phí bên mk gửi ra nhà xe,2020-05-03T09:38:59+0000
802610409862565,user,dạ được b ạ,2020-05-03T09:38:59+0000
802610409862565,Chỗ mình có hãng xe hà sơn - hải vân có dv ship đồ thôi,bot,2020-05-03T09:38:59+0000
802610409862565,user,Bạn có nhà xe quen ko ja?,2020-05-03T09:38:59+0000
802610409862565,Gửi ô tô khách có bớt dc tiền ko shop? Chứ tiền ship nhiều quá,bot,2020-05-03T09:38:59+0000
802610409862565,Hic,bot,2020-05-03T09:38:59+0000
802610409862565,user,Phí khoảng 200k-300k bạn ạ,2020-05-03T09:38:59+0000
802610409862565,Ship set cầu trượt đến tp lào cai tầm bao nhiêu tiền vậy shop?,bot,2020-05-03T09:38:59+0000
802610409862565,user,dạ giá này bên mk ko gaimr dk nữa ạ,2020-05-03T09:38:59+0000
802610409862565,Mình mua hàng bên nhà bạn rồi mà,bot,2020-05-03T09:38:59+0000
802610409862565,Set cầu trượt còn giảm dc chút nào ko bạn?,bot,2020-05-03T09:38:59+0000
802610409862565,user,mình hết r ạ,2020-05-03T09:38:59+0000
802610409862565,Màu xanh luôn,bot,2020-05-03T09:38:59+0000
802610409862565,Bộ này nữa,bot,2020-05-03T09:38:59+0000
802610409862565,,bot,2020-05-03T09:38:59+0000
802610409862565,user,Mình còn ạ,2020-05-03T09:38:59+0000
,user,dạ 690k b ạ,2020-05-03T09:11:02+0000
,user,Bạn đang trả lời bình luận của người dùng về bài viết trên Trang của mình. Xem bình luận.(https:\/\/facebook.com\/1454523434857990\/posts\/2387920508184940\/?comment_id=2455590984751225),2020-05-03T09:11:02+0000
2460805154029698,,bot,2020-05-03T09:11:02+0000
2460805154029698,K hiểu ai dậy cái kiểu ngủ này,bot,2020-05-03T09:11:02+0000
2460805154029698,,bot,2020-05-03T09:11:02+0000
2460805154029698,Còn ảnh này là mã cũ ạ,bot,2020-05-03T09:11:02+0000
2460805154029698,user,Dạ 1650k nha bạn,2020-05-03T09:11:02+0000
2460805154029698,Mã mới là ảnh này ạ,bot,2020-05-03T09:11:02+0000
2460805154029698,,bot,2020-05-03T09:11:02+0000
2460805154029698,user,ko có chỗ để chân đâ ạ,2020-05-03T09:11:02+0000
2460805154029698,user,ko có chỗ để chân ạ,2020-05-03T09:11:02+0000
2460805154029698,user,Dạ mình có mã mới,2020-05-03T09:11:02+0000
2460805154029698,Bạn ơi 2 mẫu b beko này là 1 hay là 2 mã khác nhau thế ạ?,bot,2020-05-03T09:11:02+0000
2460805154029698,,bot,2020-05-03T09:11:02+0000
2460805154029698,user,Mình còn b-beko thôi bạn ạ,2020-05-03T09:11:02+0000
2460805154029698,Mẫu này với mẫu vovo 2 chiều thì cái nào ok hơn ạ?,bot,2020-05-03T09:11:02+0000
2460805154029698,user,Dạ màu đen 1650k nha ban,2020-05-03T09:11:02+0000
2460805154029698,user,Bạn đang trả lời bình luận của người dùng về bài viết trên Trang của mình. Xem bình luận.(https:\/\/facebook.com\/1454523434857990\/posts\/2358153491161642\/?comment_id=2358188491158142),2020-05-03T09:11:02+0000
2460805154029698,user,vâng,2020-05-03T09:11:02+0000
2460805154029698,B có thể gọi số kia để liên hệ giao hàng nhé. M cảm ơn,bot,2020-05-03T09:11:02+0000
2460805154029698,"Thế b gọi vào số này nhé.
Trung: 0912433606. Vẫn địa chỉ đó. Nhưng tối tầm 8h e mình mới đi làm về cơ.",bot,2020-05-03T09:11:02+0000
2460805154029698,Thế để mình hỏi lại xem tối khoảng mấy giờ thì e mình ở nhà nhé.,bot,2020-05-03T09:11:02+0000
2460805154029698,user,hôm nay ben mk giao dk k ạ,2020-05-03T09:11:02+0000
2460805154029698,"Ship tới địa chỉ: 
Số 8- ngõ 18- khương hạ.
Hùng: 0947194517",bot,2020-05-03T09:11:02+0000
2460805154029698,Mình cảm ơn nhé,bot,2020-05-03T09:11:02+0000
,user,"Thanh chắn giường UMOO có giá cụ thể như sau:

1m6 giá 400K \/ thanh
1m8 giá 440K \/ thanh
2m giá 460K\/ thanh
2m2 500k\/thanh

Link ảnh thật và thông tin chi tiết Trịnh Huyền Thanh   tham khảo link dưới nhe :
https:\/\/www.facebook.com\/1454523434857990\/posts\/2184769218500071?sfns=mo

Video sản phẩm tham khảo tại đây: https:\/\/www.facebook.com\/1454523434857990\/posts\/2191678854475774?sfns=mo",2020-05-03T09:10:49+0000
3304546702906055,1m6x2m,bot,2020-05-03T09:10:49+0000
3304546702906055,thanh chắn giường Umoo giá bn ah shop,bot,2020-05-03T09:10:49+0000
,user,dạ 1490k b ạ,2020-05-03T09:10:11+0000
,user,Bạn đang trả lời bình luận của người dùng về bài viết trên Trang của mình. Xem bình luận.(https:\/\/facebook.com\/1454523434857990\/posts\/2452176395092684\/?comment_id=2455601628083494),2020-05-03T09:10:11+0000
1943830345652121,Cảm ơn shop,bot,2020-05-03T09:10:11+0000
1943830345652121,user,Bạn đặt qua shopee nha,2020-05-03T09:10:11+0000
1943830345652121,user,https:\/\/shopee.vn\/C%E1%BA%A6U-TR%C6%AF%E1%BB%A2T-B%E1%BA%ACP-B%C3%8ANH-HOLLA-3IN1-i.36371562.7413613537,2020-05-03T09:10:11+0000
1943830345652121,Mình ở tp hcm thì van chuyen bao nhieu nua ạ? Mình có thể mua qua app nào de dc hỗ trợ vận chuyển k ạ?,bot,2020-05-03T09:10:11+0000
1943830345652121,user,Dạ 550k nha bạn,2020-05-03T09:10:11+0000
1943830345652121,user,Bạn đang trả lời bình luận của người dùng về bài viết trên Trang của mình. Xem bình luận.(https:\/\/facebook.com\/1454523434857990\/posts\/2379220952388229\/?comment_id=2379259349051056),2020-05-03T09:10:11+0000
1943830345652121,user,"Vali xe đẩy Pier, giá hãng #2600K, Gấu & Bí Ngô Km sốc chỉ #1850K

Thông tin sản phẩm và kích thước chi tiết tại đây: https:\/\/www.facebook.com\/1454523434857990\/posts\/2170688056574854?sfns=mo",2020-05-03T09:10:11+0000
1943830345652121,user,Nice papa giá 340k Freeship toàn quốc khi ck trước bạn,2020-05-03T09:10:11+0000
1943830345652121,user,"Bể bơi Doctor Dolphin chính hãng kích thước lớn 80cm x 80cm Gấu & Bí Ngô Km chỉ 520K. Tặng ngay 1 đồ chơi tắm Toys House chính hãng (tách set) & 3 bóng Pastel Hàn Quốc xịn sò size lớn 7cm

Hỗ trợ ship nội thành Hà Nội đồng giá 30K (một số địa chỉ quá xa Âu Cơ sẽ gửi qua dịch vụ vận chuyển)

Hỗ trợ cước ship đi tỉnh chỉ với 50K hàng hộp to. Cước ship đảm bảo rẻ hơn Shopee vì hiện cước Shopee để đúng kích thước rất cao.

Khách mua Bể bơi Doctor Dolphin được mua Set xúc cát  Toys House chính hãng với giá giảm 50% chỉ 65K\/set các mẹ nhé

Ảnh sản phẩm thực tế đây ạ: https:\/\/www.facebook.com\/1454523434857990\/posts\/2132746697035657?sfns=mo",2020-05-03T09:10:11+0000
1943830345652121,user,để bên mình check màu cho bạn nhé,2020-05-03T09:10:11+0000
1943830345652121,user,1590 là giá khuyến mãi,2020-05-03T09:10:11+0000
1943830345652121,Mình có màu nào,bot,2020-05-03T09:10:11+0000
1943830345652121,Giá 1590 là giá thường hay khuyến mãi z bakn,bot,2020-05-03T09:10:11+0000
1943830345652121,user,Gửi chậm khoảng hơn 100 ạ,2020-05-03T09:10:11+0000
1943830345652121,Trong truong hop hàng bị lôi thi the nao?,bot,2020-05-03T09:10:11+0000
1943830345652121,Xe này nếu giao vao hcm thi phí khoảng bnhiu bạn?,bot,2020-05-03T09:10:11+0000
1943830345652121,user,Dạ xem giúp mình ạ',2020-05-03T09:10:11+0000
1943830345652121,user,https:\/\/www.facebook.com\/shopgauvabingo\/videos\/2395583327342469\/,2020-05-03T09:10:11+0000
1943830345652121,Vì bé nhà mình phải thuong xuyên di chuyen can mang xe theo nên k biet gap gọn lại dc k.,bot,2020-05-03T09:10:11+0000
1943830345652121,Gấp gọn lại sẽ trông ra sao,bot,2020-05-03T09:10:11+0000
1943830345652121,Mấy cái như chụp ở trên với cây đẩy ak,bot,2020-05-03T09:10:11+0000
1943830345652121,Xe này gấp lại thế nào ạ?,bot,2020-05-03T09:10:11+0000
1943830345652121,user,1590K bạn ơi,2020-05-03T09:10:11+0000
1804070316373153,,bot,2020-05-03T05:36:12+0000
1804070316373153,Gửi ảnh bác ạ,bot,2020-05-03T05:36:12+0000
1804070316373153,,bot,2020-05-03T05:36:12+0000
1804070316373153,Shop ko check ib e ạ,bot,2020-05-03T05:36:12+0000
1804070316373153,Xe Ving màu đen shop còn ko ạ,bot,2020-05-03T05:36:12+0000
1804070316373153,Shop ơi,bot,2020-05-03T05:36:12+0000
1804070316373153,Người e mua hộ bảo lát tự chạy qua shop lấy. Nên shop ko phải ship nữa ạ,bot,2020-05-03T05:36:12+0000
1804070316373153,Shop ơi,bot,2020-05-03T05:36:12+0000
1804070316373153,E mua nhiều lắm ùi ý. Mới cách đây 2 hôm e vừa mua tiếp 1 bộ,bot,2020-05-03T05:36:12+0000
1804070316373153,,bot,2020-05-03T05:36:12+0000
1804070316373153,Bình thường shop vẫn free ship cho e mà,bot,2020-05-03T05:36:12+0000
1804070316373153,user,được,2020-05-03T05:36:12+0000
1804070316373153,user,đc này xa bên mk bù ship r ý ạ nên k fs sj,2020-05-03T05:36:12+0000
1804070316373153,user,vì đợt này bên mk full đơn,2020-05-03T05:36:12+0000
1804070316373153,user,mình giao trong ngày hoặc t2 được thôi ạ,2020-05-03T05:36:12+0000
1804070316373153,user,ship 60k b nhe,2020-05-03T05:36:12+0000
1804070316373153,1m6,bot,2020-05-03T05:36:12+0000
1804070316373153,Sét quây giống của e hôm qua ạ,bot,2020-05-03T05:36:12+0000
1804070316373153,,bot,2020-05-03T05:36:12+0000
1804070316373153,Qua địa chỉ và sđt e gửi,bot,2020-05-03T05:36:12+0000
1804070316373153,Shop ship thêm cho e 1 quây này,bot,2020-05-03T05:36:12+0000
1804070316373153,user,bạn lấy quây ạ,2020-05-03T05:36:12+0000
1804070316373153,Sđt 0982836076,bot,2020-05-03T05:36:12+0000
1804070316373153,"C Ngõ 885 tam chinh, chung cư gelexia, toà Ct 2b hoàng mai, Hà nội",bot,2020-05-03T05:36:12+0000
1804070316373153,user,dạ mai ben mk giao b nhe,2020-05-03T05:36:12+0000
2926645310758304,Giá bn b,bot,2020-05-02T04:05:55+0000
2926645310758304,B ơi bên mình có xe này k,bot,2020-05-02T04:05:55+0000
2926645310758304,,bot,2020-05-02T04:05:55+0000
2126642094121597,ok,bot,2020-05-02T01:44:45+0000
2126642094121597,user,bên e t2 ms làm vc ạ,2020-05-02T01:44:45+0000
2126642094121597,alo,bot,2020-05-02T01:44:45+0000
2126642094121597,mình gọi hotline k đc,bot,2020-05-02T01:44:45+0000
2126642094121597,alo alo,bot,2020-05-02T01:44:45+0000
2126642094121597,alo,bot,2020-05-02T01:44:45+0000
2126642094121597,alo shop còn thảm xốp chơi cho bé ko,bot,2020-05-02T01:44:45+0000
2126642094121597,user,mình k có ạ,2020-05-02T01:44:45+0000
2126642094121597,shop cho mình giá máy hút mũi litte bee nhé,bot,2020-05-02T01:44:45+0000
2126642094121597,user,Dạ có đai nên dùng được rồi nha bạn,2020-05-02T01:44:45+0000
2126642094121597,bé 1tuoi dùng đc k shop nhỉ,bot,2020-05-02T01:44:45+0000
2126642094121597,user,"Nadle 2019 phiên bản Xe đẩy - Chòi chân - Xe đạp giá hãng 2350K
Gấu & Bí Ngô Km chỉ #1190K các mẹ nha
Mẹ nào cần mua thêm đai bảo vệ giá #200k ạ

Ảnh thật Hoàng Anh Tú tham khảo tại đây giúp mình nhé: https:\/\/www.facebook.com\/1454523434857990\/posts\/2142699266040400?sfns=mo",2020-05-02T01:44:45+0000
2126642094121597,thanks,bot,2020-05-02T01:44:45+0000
2126642094121597,cho mình giá xe đẩy chòi nàdle nhé,bot,2020-05-02T01:44:45+0000
2126642094121597,có loại nào quây cũi kiêm nhà bóng k nhỉ,bot,2020-05-02T01:44:45+0000
2126642094121597,user,dạ nếu b k lấy thảm mk trừ dk 100k ạ,2020-05-02T01:44:45+0000
2126642094121597,thảm trước mua loại silicon cũng bên shop mình bán đấy,bot,2020-05-02T01:44:45+0000
2126642094121597,mình có thảm r,bot,2020-05-02T01:44:45+0000
2126642094121597,chỉ quây thôi ý,bot,2020-05-02T01:44:45+0000
2126642094121597,user,"Quây bóng Hola chính hãng gồm 2 size: 1m5 x 1m8 & 1m8 x 2m
Full bộ gồm:

. 01 quây bóng
. 01 thảm chống 2 mặt XPE
. 01 cột bóng rổ
. 100 bóng Pastel

Size 1m5 x 1m8 Gấu & Bí Ngô giá KM chỉ 2150K
Size 1m8 x 2m Gấu & Bí Ngô giá KM chỉ 2450K

Hỗ trợ Freeship tại Nội thành Hà Nội.
Hỗ trợ Fresship qua nhà xe với các tỉnh thành gần Hà Nội

Ảnh Hoàng Anh Tú tham khảo tại đây giúp mình:  https:\/\/www.facebook.com\/1454523434857990\/posts\/2157143434595983?sfns=mo",2020-05-02T01:44:45+0000
2126642094121597,user,Dạ bạn hỏi mẫu nào ạ?,2020-05-02T01:44:45+0000
2126642094121597,shop còn quây hola k,bot,2020-05-02T01:44:45+0000
2126642094121597,user,hoạt động bền và ổn định hơn Baby Futur ạ,2020-05-02T01:44:45+0000
2126642094121597,user,Dạ Comfy Baby bảo hành chính hãng 2 năm,2020-05-02T01:44:45+0000
2126642094121597,alo,bot,2020-05-02T01:44:45+0000
,user,bên mình nghỉ t2 mới làm vc ạ,2020-05-02T01:41:28+0000
1718310094965286,Mình đang cần gấp liên hệ số đt ở tin nhắn trên shoppee mà ko đc,bot,2020-05-02T01:41:28+0000
1718310094965286,Hiện shop mình có sẵn kệ chữ A winfun ko?,bot,2020-05-02T01:41:28+0000
1718310094965286,user,"Bóng Pastel giá 3K\/quả ạ - Bán từ 50 quả giá 150K
100 quả giá 290K",2020-05-02T01:41:28+0000
1718310094965286,,bot,2020-05-02T01:41:28+0000
1718310094965286,user,"Phụ kiện MEDELA đây bạn nhé:
- Phễu sz24: 350k\/cặp. Sz27: 300k\/cặp
- Bộ cổ phễu: 240k\/cặp (cổ phễu: 100k\/cặp, van vàng: 70k\/cặp, van trắng: 70k\/cặp)
- Dây tubing: 300k\/cặp
- Bình logo 150ml: 90k\/bình
- Bình trong 150ml: 80k\/bình",2020-05-02T01:41:28+0000
1718310094965286,Bên mình còn bán phụ kiện máy hút sữa ko vậy,bot,2020-05-02T01:41:28+0000
1718310094965286,user,"Chao cac ban,

� Do dung cao cap: www.shopee.vn\/shopgaubingo
� Do choi cao cap: www.shopee.vn\/vodichvegia

Gau & Bi Ngo nghi ngay CN a
Sau tin nhan nay cac ban nhan dum cho Gau & Bi Ngo 1 tin nhan bat ky de tranh bi xot tin nhan nhe.",2020-05-02T01:41:28+0000
1718310094965286,Mình còn bán phụ kiện máy hút sữa ko?,bot,2020-05-02T01:41:28+0000
1718310094965286,user,Ko sao cậu ơi,2020-05-02T01:41:28+0000
1718310094965286,Sorry cậu nhé,bot,2020-05-02T01:41:28+0000
1718310094965286,user,Okie ko vấn đề cậu ơi,2020-05-02T01:41:28+0000
1718310094965286,"Nàng ơi thôi tớ ko lấy cái túi nữa, nãy soạn đồ cho vừa túi đựng đá rui",bot,2020-05-02T01:41:28+0000
1718310094965286,Ok,bot,2020-05-02T01:41:28+0000
1718310094965286,user,Nó lấy nhầm đó,2020-05-02T01:41:28+0000
1718310094965286,user,Cái kia là đựng cả bộ máy,2020-05-02T01:41:28+0000
1718310094965286,user,Mềm đựng làm sao được :)),2020-05-02T01:41:28+0000
1718310094965286,Uh tớ tuỏng mềm èo thế thì thui tớ ko lấy,bot,2020-05-02T01:41:28+0000
1718310094965286,user,Phải cứng cáp đựng máy chứ,2020-05-02T01:41:28+0000
1718310094965286,user,Ko cậu,2020-05-02T01:41:28+0000
1718310094965286,Chất có cứng ko hay là vải mềm giống cái túi to hnay mang nhầm cho tớ,bot,2020-05-02T01:41:28+0000
1718310094965286,"Quên mất, cái túi củ máy của Việt Nam! Chất liệu gì thế b ui?",bot,2020-05-02T01:41:28+0000
1718310094965286,user,Okie cậu,2020-05-02T01:41:28+0000
1718310094965286,Cho m cái silicon nhé,bot,2020-05-02T01:41:28+0000
1718310094965286,user,,2020-05-02T01:41:28+0000
,user,dạ bên mình nghỉ t2 ms làm ạ,2020-05-02T01:40:56+0000
2182460595119009,,bot,2020-05-02T01:40:56+0000
2182460595119009,,bot,2020-05-02T01:40:56+0000
2182460595119009,Chi oiii,bot,2020-05-02T01:40:56+0000
2182460595119009,user,Dạ mình k có Momo rồi ạ,2020-05-02T01:40:56+0000
2182460595119009,E chuyen momo dc k,bot,2020-05-02T01:40:56+0000
2182460595119009,Cho e hoi có momo k ạ,bot,2020-05-02T01:40:56+0000
2182460595119009,Chi oi,bot,2020-05-02T01:40:56+0000
2182460595119009,Da . Ok,bot,2020-05-02T01:40:56+0000
2182460595119009,user,cước này Viettel tính tùy địa chỉ cụ thể bạn ạ,2020-05-02T01:40:56+0000
2182460595119009,user,mình gửi chậm Viettel thu đúng quy định bạn yên tâm ạ,2020-05-02T01:40:56+0000
2182460595119009,La bao nhieu ạ ?,bot,2020-05-02T01:40:56+0000
2182460595119009,user,ship nhận hàng thanh toán,2020-05-02T01:40:56+0000
2182460595119009,user,Dạ ko bạn Ck tiền tủ thôi,2020-05-02T01:40:56+0000
2182460595119009,Tien tủ lun tiền ship hay sao ạ,bot,2020-05-02T01:40:56+0000
2182460595119009,E chuyen bao nhieu,bot,2020-05-02T01:40:56+0000
2182460595119009,Chi oi,bot,2020-05-02T01:40:56+0000
2182460595119009,Da ok chi,bot,2020-05-02T01:40:56+0000
2182460595119009,user,"❌ 0611001928974 - VietcomBank chi nhánh Ba Đình. Nguyễn Lê Thuỷ

❌ 1500216756861 - Agribank chi nhánh Hà Nội - Nguyễn Lê Thủy

❌ 19022876983383 - Techcombank chi nhánh Hà Nội. Nguyễn Tuấn Quang
 
Nội dung chuyển khoản bạn ghi rõ Tên Facebook + số điện thoại và nhắn lại bên mình sau khi CK nhé.",2020-05-02T01:40:56+0000
2182460595119009,E chuyen cho ak,bot,2020-05-02T01:40:56+0000
2182460595119009,Cho e tk,bot,2020-05-02T01:40:56+0000
2182460595119009,Da,bot,2020-05-02T01:40:56+0000
2182460595119009,user,Bạn ơi hàng to nặng bên mình ko COD. Bạn CK trước dùm bên mình bạn ơi,2020-05-02T01:40:56+0000
2182460595119009,Mai shop ship som cho e nhe,bot,2020-05-02T01:40:56+0000
2182460595119009,Da ok,bot,2020-05-02T01:40:56+0000
,user,mình có ạ 4990k,2020-05-02T01:40:18+0000
3917624448310376,B ơi b có bán máy hút sữa aven hoa tuyết k,bot,2020-05-02T01:40:18+0000
,user,dạ 2990k b ạ,2020-05-02T01:40:09+0000
1689057931158436,Cho minh xin gia ạ,bot,2020-05-02T01:40:09+0000
1689057931158436,,bot,2020-05-02T01:40:09+0000
1689057931158436,Ok b,bot,2020-05-02T01:40:09+0000
1689057931158436,user,Bạn mua qua đây bạn nhé,2020-05-02T01:40:09+0000
1689057931158436,user,"www.shopee.vn\/shopgaubingo

Bạn mua qua đây sẽ được freeship hoặc ship rẻ đi (Shopee sẽ hỗ trợ cước 40k - bạn chỉ phải thanh toán số tiền ship chênh lệch)",2020-05-02T01:40:09+0000
1689057931158436,"Rạch giá,kg",bot,2020-05-02T01:40:09+0000
1689057931158436,Phí ship sao shop,bot,2020-05-02T01:40:09+0000
1689057931158436,user,690k bạn,2020-05-02T01:40:09+0000
1689057931158436,Giá sao v shop,bot,2020-05-02T01:40:09+0000
1689057931158436,,bot,2020-05-02T01:40:09+0000
1689057931158436,user,2900k tặng chiếu và gối mùa hè bạn ơi,2020-05-02T01:40:09+0000
1689057931158436,,bot,2020-05-02T01:40:09+0000
1689057931158436,Mau nay bao nhiu vay shop,bot,2020-05-02T01:40:09+0000
,user,https:\/\/shopee.vn\/M%C3%A1y-ti%E1%BB%87t-tr%C3%B9ng-s%E1%BA%A5y-kh%C3%B4-Fatz-FB4906SL(-T%E1%BA%B6NG-B%C3%8CNH-S%E1%BB%AEA-)-i.36371562.679895262,2020-05-02T01:38:06+0000
1458951994181180,"B có máytieetj trùng bình sữa k ạ , bnh v ạ",bot,2020-05-02T01:38:06+0000
1458951994181180,user,"Tủ lạnh Mini 20L Kemin giá hãng 2790k - Gấu & Bí Ngô Km chỉ 2190k
Kích thước cao 41 - Rộng 28 - Sâu 35cm bạn nhé
Bảo hành chính hãng 1 năm",2020-05-02T01:38:06+0000
1458951994181180,user,"Chao cac ban,

� Do dung cao cap: www.shopee.vn\/shopgaubingo

Gau & Bi Ngo nghi ngay CN a
Sau tin nhan nay cac ban nhan dum cho Gau & Bi Ngo 1 tin nhan bat ky de tranh bi xot tin nhan nhe.",2020-05-02T01:38:06+0000
1458951994181180,Tủ lạnh kemin giá bnh v sh,bot,2020-05-02T01:38:06+0000
1458951994181180,user,rồi bạn nha,2020-05-02T01:38:06+0000
1458951994181180,Dạ,bot,2020-05-02T01:38:06+0000
1458951994181180,user,để mình sửa giá cho bạn đặt,2020-05-02T01:38:06+0000
1458951994181180,user,Dạ 749,2020-05-02T01:38:06+0000
1458951994181180,,bot,2020-05-02T01:38:06+0000
1458951994181180,user,"Chao cac ban,

� Do dung cao cap: www.shopee.vn\/shopgaubingo
� Do choi cao cap: www.shopee.vn\/vodichvegia

Gau & Bi Ngo nghi ngay CN a
Sau tin nhan nay cac ban nhan dum cho Gau & Bi Ngo 1 tin nhan bat ky de tranh bi xot tin nhan nhe.",2020-05-02T01:38:06+0000
1458951994181180,Sh ơi hôm trc mình thấy ghế này sh báo giá là 700k phải k ạ,bot,2020-05-02T01:38:06+0000
1458951994181180,user,Ghế Mastela cao 1190k - Riêng mẫu khủng long 1249k bạn nhé.,2020-05-02T01:38:06+0000
1458951994181180,Sale còn bnh ạ,bot,2020-05-02T01:38:06+0000
1458951994181180,,bot,2020-05-02T01:38:06+0000
1458951994181180,user,"Chao cac ban,

� Do dung cao cap: www.shopee.vn\/shopgaubingo
� Do choi cao cap: www.shopee.vn\/vodichvegia

Gau & Bi Ngo nghi ngay CN a
Sau tin nhan nay cac ban nhan dum cho Gau & Bi Ngo 1 tin nhan bat ky de tranh bi xot tin nhan nhe.",2020-05-02T01:38:06+0000
1458951994181180,Ghế sale còn bnh ạ,bot,2020-05-02T01:38:06+0000
1458951994181180,user,"Chao cac ban,

� Do dung cao cap: www.shopee.vn\/shopgaubingo
� Do choi cao cap: www.shopee.vn\/vodichvegia

Gau & Bi Ngo nghi ngay CN a
Sau tin nhan nay cac ban nhan dum cho Gau & Bi Ngo 1 tin nhan bat ky de tranh bi xot tin nhan nhe.",2020-05-02T01:38:06+0000
1458951994181180,"Sh cho e hỏi tủ lanh kemin 20l giá bnh ạ ? 
Tủ lạnh xuất xứ đâu ạ",bot,2020-05-02T01:38:06+0000
1458951994181180,user,"Máy pha sữa tự động Tiny Baby (Nhật Bản) giá hãng 3650k. Khi mua qua Shop Gấu & Bí Ngô các mẹ được lựa chọn giữa 2 khuyến mại:

1. Tặng phiếu mua hàng tại Shop trị giá 400k 

2. Hoặc tặng ghế ăn dặm cao cấp có đồ chơi Royalcare chính hãng trị giá 695k - Thông tin sản phẩm tham khảo tại đây: https:\/\/www.bibomart.com.vn\/ghe-ngoi-an-tre-em-royalcare-co-do-choi-822-210b-p38114.html

ĐỒNG THỜI TẶNG NGAY 200K TIỀN MẶT CHO CÁC MẸ ĐÃ MUA HÀNG GỬI 2 VIDEO TRẢI NGHIỆM SỬ DỤNG SẢN PHẨM VỀ CHO SHOP

KHUYẾN MẠI FREESHIP TOÀN QUỐC

. Sản phẩm được bảo hành 5 năm, 1 đổi 1 trong vòng 3 tháng với các lỗi do nhà sản xuất

. Hiện tại sản phẩm máy pha sữa tự động Tiny Baby Formula Nhật Bản đang là sản phẩm duy nhất trên thị trường có đầy đủ các chứng nhận về chất lượng và an toàn vệ sinh theo tiêu chuẩn Quốc Tế. 

. Chất liệu máy Nhựa Tritan: Là nhựa thiên nhiên, thân thiện với môi trường và an toàn bậc nhất Thế Giới. Đặc biệt không chứa BPA thích hợp để sản xuất các dòng sản phẩm cao cấp cho trẻ em.",2020-05-02T01:38:06+0000
1458951994181180,Máy pha sữa tiny baby bnh v sh,bot,2020-05-02T01:38:06+0000
