sentence,kmeans_cluster,x,y
mẫu tủ bao nhiêu,8,39.457489,29.885841
chắn cửa bao bao nhiêu,8,45.190411,35.837703999999995
cũi bao nhiêu s,8,39.664875,30.992659000000003
xe edgar gấp gọn giá bao nhiêu shop,8,33.075302,31.495995
full bao nhiêu shop,8,43.389065,24.004078
màu xanh dương,8,26.18725,43.353756
thanks,8,42.608189,63.193401
thanks,8,39.776047,62.756671999999995
máy khuếch tán tinh dầu giá bao nhiêu,8,27.580484000000002,23.743525
chốt xe sale bao nhiêu,8,34.217648,31.631522999999998
ship kgai bao nhiêu bé 3m,8,30.176676,22.471518
giá kích thước,8,31.261433,61.560936
màu trắng,8,32.923817,46.376678000000005
đặt hươu hồng nha,8,23.030878,35.358803
bao nhiêu shop,8,60.157398,46.066437
combi handy s giá bao nhiêu,8,31.434246,22.955864000000002
tổng bao nhiêu ui,8,45.117413,19.337397
ok 1 aroma màu cam,8,23.987461,36.243595
cảm ơn shop,8,65.93654599999999,35.102913
mình màu đỏ,8,25.95524,36.655696999999996
màu nào,8,28.525665000000004,37.992012
xe này bao nhiêu,8,35.302170000000004,34.666916
okie màu hồng,8,28.010571000000002,41.440692999999996
tàu hoả 1 nhắn màu xanh,8,24.021670999999998,36.775428999999995
thanks,8,41.188010999999996,62.754238
cảm ơn shop,8,66.34994499999999,35.4188
shop ship bao nhiêu nhỉii,8,40.1436,16.144178
ship bao nhiêu shop,8,44.255978000000006,16.213097
mẫu bao nhiêu,8,50.31007,38.669048
mẫu bao nhiêu,8,50.310623,38.6693
shopee màu ghi,8,27.867306,47.758553000000006
order màu,8,28.579956,38.316390999999996
bao nhiêu shop,8,60.157398,46.066437
lực bao nhiêu kg,8,34.162144,22.246006
giá ghế bao nhiêu,8,46.992432,42.868336
chắn cửa giá bao nhiêu hôm ship,8,40.291035,20.226851999999997
bảo bao nhiêu 1,8,48.96471,17.510389
quây hola bao nhiêu ad ui,8,35.624728999999995,26.621181
phia gửi bến xe tầm bao nhiêu,8,31.520478999999998,28.521254
cảm ơn shop,8,65.93654599999999,35.102913
giá bao nhiêu đấy,8,51.257690000000004,35.70602
thảm đàn bao nhiêu,8,40.297035,31.119907
set bao nhiêu shop,8,56.72272099999999,33.335403
ghế bao nhiêu,8,48.291058,44.426365000000004
xe giá bao nhiêu s,8,35.726517,36.656033
giá bao nhiêu s,8,51.279072,34.776943
xe đẩy naddle đai giá bao bao nhiêu,8,33.754509000000006,33.384178000000006
màu đen rẻ màu,8,32.070374,46.449184
màu đen bao nhiêu,8,29.842785,32.341042
cảm ơn shop,8,65.93654599999999,35.102913
bao thảm,8,43.608616,39.88884
set bao nhiêu,8,58.300678000000005,33.760212
ghế bao nhiêu,8,48.291061,44.426373
ghế sale codn bao nhiêu shop,8,33.676196999999995,27.947585999999998
giá thảm bao nhiêu 1m8x2m,8,39.528057000000004,30.774714000000003
phí ship bao bao nhiêu zy shop,8,40.645695,13.346992000000002
kích thước bao bao nhiêu zy,8,37.594944,52.348114
màu vàng,8,33.377525,46.54594
ship viện 108 giá bao nhiêu,8,39.386456,16.064156
kích thước shop,8,29.509579,61.62302
giá bao nhiêu shop,8,50.180813,53.094204000000005
giá bao nhiêu vạy shop,8,42.646084,25.179474
giá bao nhiêu shop,8,50.212215,53.231998
màu hồng hả,8,25.815983,51.559338000000004
bé bao nhiêu kg,8,37.955799,31.744007
ngựa bao nhiêu shop,8,45.032596999999996,25.565044
xe đẩy đảo chiều vinng sale bao nhiêu,8,32.219936,30.575609000000004
combo quây holla 2020 giá bao nhiêu,8,39.874588,33.293369
tức bao nhiêu,8,51.769771999999996,22.66445
shop giá kích thước quây bé,8,29.276921999999995,60.665791000000006
xe bao nhieu,8,33.285847,32.267441
ship bao nhiêu shop,8,44.256344,16.21278
món bao nhiêu shop,8,44.027142,24.383213
giá vao nhiêu,8,38.142975,25.662434
ghế dặm 1015 mastela giá bao nhiêu màu,8,29.616861,32.081596000000005
bao nhiêu shop,8,58.881786,46.476269
lực bao bao nhiêu ký,8,51.935173,19.451893
giá sale bao nhiêu chắn giường hãng,8,43.022442,35.519424
ghế bao nhiêu,8,48.291767,44.427063000000004
giá dòng mastela nhiêu,8,42.053894,27.757044
shop mẫu ghế bao nhiêu shop,8,43.589771,29.866194
bảng vẽ holla giá bao nhiêu,8,37.454433,27.557848
mẫu giá bao nhiêu shop,8,45.922134,30.129562
ngựa xnah bao nhiêu,8,35.781864,24.265439999999998
màu xnah,8,28.500624,37.313526
