sentence,kmeans_cluster,x,y
báo giá,2,26.905043,71.525795
giá ghế dặm pier,2,10.359042,37.144238
shop ghế dặm morekiss,2,3.6082099999999997,37.521721
bé 3 đi,2,-4.975497,54.735828000000005
màu cam shop,2,20.35095,45.346416
1 kiểu,2,-5.112866,34.739922
inbox giá giúp,2,6.942972999999999,28.653276
gọn,2,-11.536305,40.107853000000006
xe kiểu,2,-9.28987,53.559315000000005
giá 2,2,9.894986,60.699364
xe kh shop,2,-2.491305,46.872139000000004
xe rẻ,2,-10.39423,51.16383
báo shop,2,5.386480000000001,32.356625
ok a đo kích thước giường,2,24.514754999999997,61.996929
màu,2,-12.281901,74.551849
kệ đồ bé,2,-3.6747089999999996,38.095215
đẩy 2 chiều,2,-6.007158,52.291798
xe đẩy beko đấy sale,2,-14.019363,49.701183
860k tập đi,2,-18.895716,43.033833
chân,2,-11.107638,56.094359999999995
xe đạp 3 bánh trẻ 3,2,-11.138597,51.5952
giá bàn nhạc,2,10.700375,39.922775
kèm thảm,2,-21.558070999999998,58.681103
giá shop,2,15.653167000000002,65.082047
hôm,2,19.380195999999998,75.553185
địu bé,2,-3.846382,37.953632
mẫu quây,2,-16.680214000000003,62.516296
mẫu shop sẵn,2,6.520919,37.954547999999996
sẵn xe đẩy tập đi bé,2,-7.523757000000001,53.80253199999999
mẫu tủ,2,12.364417999999999,30.618795000000002
nồi xanh đi tặng,2,18.354313,37.73225
bé mấy,2,-1.138439,55.661724
màu shop,2,16.362844,46.975063
shop thảm ghép,2,7.408819,42.532391
mẫu,2,1.854326,72.932625
xe hình,2,-5.730996,53.481865
shop xe đẩy đôi,2,-3.208273,48.965313
hôm,2,19.380203,75.55321500000001
mẫu,2,1.409708,72.473801
mua tặng bé 1t,2,-7.340988,36.435328999999996
chu coa xe chòi chân,2,-16.468443,46.087821999999996
giá shop,2,15.649257999999998,65.05821999999999
quây holla,2,-18.053038,60.499469999999995
kích thước nưã,2,27.130971999999996,63.293762
ghế dặm kia giá sale,2,10.181251,37.498264
xe đảo 2 chiều hả,2,-10.030435,47.112431
thảm,2,-18.473209,63.15707
ship giúp 1 màu xanh,2,17.823515,34.685589
gấp,2,-12.362802,39.906909999999996
bảng ghế hình,2,-0.305804,39.335308000000005
giá ghế,2,9.730936999999999,62.738602
s xe tròn tập đi bé,2,-10.719906,49.710594
shop màu xanh,2,22.444035,47.421268
