sentence,kmeans_cluster,x,y
chắn giường dạng trượt giá bao nhiêu,5,-35.070099,53.889877
kiểu chân cầu thang chân túi leo,5,-33.075691,39.57666
cầu thang 1 tường kia nắm cầu thang sợ,5,-35.394821,39.25671
sản phẩm thú nhún màu ảnh gửi nha,5,-44.398685,18.816862
đặt 2 ảnh gửi,5,-44.559204,18.625465
shop bệ thu bồn cầu bé,5,-32.379841,38.780457
tư vấn giúp,5,-38.575924,29.372313000000002
xe bao nhiêu,5,-69.147072,39.241486
thanks chắn cầubthag,5,-32.705524,31.801846
tài khoản,5,-50.584427000000005,58.054770999999995
chắn cầu thang,5,-47.904457,40.574371
giá bao nhiêu,5,-62.017502,31.972067
giá bao nhiêu,5,-61.746899,30.010187
tài khoản,5,-50.584427000000005,58.054770999999995
cầu trượt bao nhiêu,5,-39.056606,56.453883999999995
tài,5,-48.512802,58.466228
tài khoản,5,-50.584427000000005,58.054770999999995
giá chắn cửa cầu thang,5,-38.833076,47.587742
cầu trượt đấy bé,5,-41.268906,47.998344
mẫu xích hợp,5,-34.278748,42.6786
cầu thang chỗ 79cm,5,-36.083351,38.122833
cửa cầu thang ảnh gắn cửa,5,-34.612801,40.232490999999996
gian cầu trượt xích đu,5,-45.750834999999995,43.639202000000004
hình,5,-48.4711,30.388275
mua thảm nhạc umoo,5,-22.051845999999998,37.953106
đặt 1 chắn 2m 1 chắn 2m2,5,-26.030521,42.211258
mua 1,5,-24.030437,55.514553
thảm hộp xích đu,5,-41.573318,47.173664
chắn 2m,5,-29.362926,44.488308
cầu thang 1 tương 1 tiền gỗ lắp,5,-33.511627000000004,39.882591
link ghế shop,5,-48.615982,24.70838
đu cầu trượt,5,-51.192451,46.441097
hic,5,-29.712294,71.513481
mua hàng,5,-45.51878,20.602934
set cầu trượt chút,5,-42.164864,45.404785
ảnh,5,-50.984493,33.938694
thoát chân đấy,5,-20.48794,43.430363
shop ship 1 chắn m8,5,-28.705161999999998,39.0443
shop ship 1 chắn giường m6,5,-28.533046999999996,39.273331
xe bao nhiêu,5,-68.999023,39.13908
ghế nhựa bập bênh giá bao nhiêu,5,-34.563004,55.475929
cầu trượt bập bênh,5,-50.016022,43.767342
giá set,5,-29.446790999999997,53.802513
tài khoản,5,-50.046211,57.851402
chắn cầu thang,5,-47.904449,40.574345
báo giúp,5,-40.67572,20.783876
hình,5,-48.470444,30.386915000000002
shop ngựa cầu tuột,5,-37.756287,42.063454
giá cầu trượt bao xích đu,5,-40.156487,53.636486
shop báo giá giá cầu trượt xích đu bập bênh ngựa,5,-40.046162,48.497459
shop gửi hàng,5,-39.288082,21.369970000000002
hình,5,-48.470768,30.387381
giá bao nhiêu,5,-63.130989,29.495888
quây 1 8x2m cầu trượt xích đu,5,-42.300587,47.048592
giá bao nhiêu,5,-63.130989,29.495888
1 cầu trượt 1 đồ nồi cơm điện,5,-32.03603,37.946556
giá bao nhiêu,5,-63.130989,29.495888
toyota thăng long 316 cầu giấy,5,-33.643208,34.927467
ngựa bập bênh ship bao nhiêu,5,-34.416134,55.028442000000005
giá bao nhiêu,5,-61.96289399999999,30.416465999999996
ghế 680k,5,-42.640353999999995,29.116191999999998
chắn giường umo giá,5,-27.843560999999998,44.816821999999995
ôi shop nghỉ định mua chắn cầu thang,5,-33.915535,39.853424
đặt bàn shop gửi hàng,5,-46.570805,19.965378
cũi quây báo tiên,5,-24.63287,36.087769
tài khoản,5,-50.046211,57.851402
giá cầu trượt,5,-47.573578000000005,48.271747999999995
lọai chắn,5,-29.756956,40.86668
giá bao nhiêu,5,-63.130989,29.495888
gửi mua,5,-44.650101,18.797932
okie,5,-61.170151000000004,47.742363
đặt mua,5,-43.889477,23.324362
shop vui bóng rổ,5,-25.702528,37.372654
bao cầu trượt bập bênh bóng rổ,5,-43.247046999999995,43.932251
550k bập bênh hả,5,-39.656956,39.700443
giá bao nhiêu,5,-60.818241,28.700478000000004
okie,5,-60.855323999999996,47.291714
mấy,5,-44.130435999999996,34.434719
okie,5,-61.070152,47.374111
hướng lắp cầu trươnt,5,-34.995449,37.240768
8 hợp lý ngựa bập bênh cầu trượt,5,-39.281555,43.159240999999994
ngựa bập bênh giá bao nhiêu,5,-34.717655,55.632560999999995
đồ cầu trượt lật nhún giá bao nhiêu shop,5,-34.490818,53.623497
tài khoản,5,-50.584427000000005,58.054770999999995
cầu trượt nghệ an phí sip,5,-33.030246999999996,36.210171
mấy,5,-44.130424,34.434681
mẫu cầu tuột bao nhiêu shop,5,-34.68626,53.874439
thanks shop,5,-38.518833,65.832008
link shopee shop,5,-49.282261,20.983244
shop gửi,5,-36.16576,22.249466
quây nhựa í,5,-23.761368,36.422318
mấy jo qa lắp chắn giường,5,-27.441011,40.141773
okie,5,-60.888256000000005,47.294537
đặt xe naddle shopee,5,-42.733902,20.821589000000003
hàng shop,5,-38.755328999999996,24.769016
thanks shop,5,-38.11631,66.36539499999999
bập bênh nhot,5,-40.388763,39.94352
okie,5,-61.115242,47.450497
check mua chắn,5,-25.438736,42.306812
cầu trượt,5,-54.46714,41.609356
mua qay 1m6-1m8 thất chỗ xích đu vô hợp lí cầu tuột bé 1m8-2 gian,5,-34.927952000000005,35.285816
món qây xích đu,5,-36.329899,39.681862
comfy xích đu vương miện,5,-35.129471,36.910336
giá xích đu shop,5,-39.032768,48.600826
giá bao nhiêu,5,-61.746899,30.010187
đi,5,-53.267128,28.307153999999997
bập bênh kiêm cầu trượt giá shop,5,-40.566719,43.235432
cầu tuột hang,5,-36.415901,38.036762
tài khoản,5,-50.046211,57.851402
ladm ghế bập bênh,5,-39.759987,39.842361
báo giá chắn cửa,5,-28.159695000000003,47.169746
okie,5,-61.112759,47.445873
lắp chặn cầu chiều đi,5,-30.654865,36.694641
chắn cầu thang,5,-47.904517999999996,40.574341
293 đường cầu giấy,5,-33.157639,36.154816
cầu giấy fs,5,-36.50602,37.716
shop thả bóng,5,-25.351032,37.348839
mua hàng,5,-45.51878,20.602934
giá bao nhiêu,5,-63.130989,29.495888
tài khoản,5,-50.046211,57.851402
okie,5,-60.995903000000006,47.933997999999995
gửi ảnh chắn giường,5,-25.372717,42.627552
giá bao nhiêu,5,-63.130989,29.495888
cầu trượt xích đu ngựa,5,-47.653103,46.392612
hic,5,-29.712284000000004,71.51344300000001
xích đu,5,-49.504578,46.950756
tài khoản,5,-50.584427000000005,58.054770999999995
giá bao nhiêu bao nhiêu,5,-64.675423,29.181005
okie,5,-61.170151000000004,47.742363
xe bao nhiêu,5,-69.148003,39.194599
xe bập bênh bé,5,-40.317295,42.426998
giá bao nhiêu,5,-63.130989,29.495888
shop xích đu nhún nhảy,5,-34.337303000000006,40.566818
báo giá chắn cầu thang,5,-38.782978,48.205379
shop link shopee,5,-49.282089,20.983334
quây hola miếng lẻ shop,5,-25.743679,37.538696
xe bao nhiêu,5,-69.01018499999999,39.138046
shop hàng,5,-38.755333,24.769026
shop shopee link,5,-49.282024,20.983459
nhựa đế bập bênh,5,-39.83522,39.728039
shop gửi,5,-36.165749,22.249453
cửa,5,-28.466127,37.289116
tài khoản,5,-50.046211,57.851402
giá bao nhiêu,5,-63.130989,29.495888
cầu chăm lắm,5,-35.39835,37.688065
giá bao nhiêu,5,-61.96289399999999,30.416465999999996
hàng shop,5,-38.757717,24.771420000000003
hàng shop,5,-38.755726,24.770560999999997
cầu trượt xích đu bao nhiêu sẵn,5,-38.920387,53.584782
ngựa bập bênh,5,-42.766613,42.054741
đặt mua shopee,5,-46.493843,22.803642
shop tư vấn giúp,5,-38.098644,29.515511
xích đu cầu trượt,5,-51.120415,46.461822999999995
mua,5,-29.449419,60.582024
hic,5,-29.712282000000002,71.513824
tiện xích đu nhún nhảy gega kids,5,-35.046513,35.323669
cầu thang rộng 1m27 mua 1 chỉnh 1 36,5,-32.640945,39.092144
giá bao nhiêu,5,-62.017502,31.972067
xe bao nhiêu,5,-69.01018499999999,39.138046
